title,content
三星手機升級轉骨 台鏈助拳,三星腹背受敵，晶圓代工業務落後龍頭業者，導致自家晶片效能無法跟上，記憶體業務HBM領域又受到SK海力士彎道超車；三星積極進行組織整改，並開始借助台鏈穩住營運。繼韓媒傳出聯發科將成Galaxy S25主晶片供應商之一後，供應鏈也傳出包含達發（6526）、神盾（6462）、昇佳電子（6732）等IC設計業者為S24FE機型提供相關零組件。遭逢有史以來最大規模罷工，三星集團在AI重要浪頭上同時面臨內憂外患。內部員工透露，HBM方面落後SK海力士、晶圓代工又趕不上台積電，AI洪流造就產業格局重新洗牌，產業秩序正在重塑。然而，三星持續緊緊追趕，繼HBM獲輝達認證，也獲得日本AI公司Preferred Networks（PFN）訂單，以2奈米先進製程和先進封裝服務為該公司製造AI晶片。品牌端則透過台廠進行降本增效，其中，傳找上聯發科作為Galaxy S25主晶片供應商之一，另外也整合台廠IC設計業者為其打造親民版本Galaxy S24 FE。昇佳電子率先受惠，原本即為韓系品牌供應鏈，提供VCSEL、InP感測元件，相較海外競爭對手如ams OSRAM（奧地利微電子）、II-VI（Coherent），台廠更具有性價比。供應鏈透露，目前高階手機OLED屏下感測元件解決方案有兩種，包括VCSEL與 InP（磷化銦），未來升級至InP解決方案後，VCSEL也將逐步滲透至主流機型。供應鏈認為，成本考量逐步成為三星供應鏈重點，神盾的dToF（直接飛時測距）用於後鏡頭、協助主相機照相對焦，價格較STM報價打6折，因此也順利打入S24 Ultra供應鏈，S24FE預計亦由神盾來做提供；法人指出，神盾也取得韓系客戶無線藍牙耳機TWS的感測元件訂單，有助神盾今年營運將虧轉盈。達發則以GNSS衛星定位通訊產品，順利搶下韓系品牌穿戴裝置；外界預估，雙方有望延伸至其他終端裝置，瞄準的便是AI手機。法人透露，智慧型手機出貨量遠大於手表，有助成為達發一大成長動能。
工商社論》論一個台灣，兩個世界從出口逾6成集中於電子資通談起,日前政府公布上半年貿易數字，6月出口成長逾20％，連續八個月正成長，累計上半年出口成長11.4％，財政部官員形容出口熱度已有夏天的感覺，從表面觀察，情勢的確樂觀，但細察各業，則令人深感憂心。按理說，上半年總出口成長超過1成，各業不致太差才是，事實不然，因為十年來隨著產業結構的變化，電子與資通兩類貨品占台灣總出口呈跳躍式成長，今年上半年這個比重已升至64％，意思是每100美元的出口收入就有64美元來自半導體、資通產品，比重之高，舉世無匹。上半年總出口能成長逾1成，即拜電子資通成長24％之賜，其他產業的榮枯，在這個結構下已無足輕重。統計顯示，上半年除電子資通的出口一片榮景，其餘如基本金屬、機械、塑橡膠、化學品、礦產品、電機產品、光學及精密儀器、運輸工具等傳產的出口皆呈衰退，一邊是春風得意，一邊是西風落日，台灣的出口已是兩個不同的世界，總出口的變化，已無法呈現個別產業的處境。猶記得2010年金融海嘯結束之後，政府曾檢視過度依賴單一產業的風險，當年半導體所屬的電子零組件占出口25％，併計資通產品占36％，遠高於韓、日，經建會（國發會前身）憂心各業有各自的景氣循環，把這麼多雞蛋放在同一個籃子裡的風險太大，然而，十年後的今天，這個比重非僅沒有下降，還升至64％，放在同一個籃子裡的雞蛋愈來愈多，逾6成的出口集中在這兩類產品上，其風險之大，不言可喻。當前的台灣，出口真是兩個世界？確實是如此，為便於觀察電子、資通以外的貨品出口情況，我們把不含電子、資通的出口稱為傳產出口，並加以估算，結果顯示上半年電子資通成長24％，傳產出口衰退5.5％，過去十年之間（2013～2023）電子資通出口成長134％，傳產出口衰退14％，兩者處境有著天壤之別，確實是兩個世界。而經此十年消長，使得傳產出口占比由6成降至4成以下，而電子資通剛好相反，由不到4成升至6成以上，該注意的是，出口結構的巨變必將影響產業、投資、薪資的分配，若不加以正視，分配的惡化最終也將衝擊GDP的成長。眾所周知，總體經濟所關注的兩件事就是成長與分配，台灣近十年乘著半導體景氣的東風，固然推升了出口，帶動了成長，然而與此同時也出現資源過度集中的情況，十年來資本、人才、薪資、所得及財富的分配不均度皆快速擴大。以製造業的固定資本形成而言，過去五年（2019～2023）高達66％投入電子零組件業，隨著AI發展，這個比率還會升高，反觀傳產所能分享的資源，相對有限。此外，由於出口向電子資通集中，各業薪資也出現明顯變化，1985～1990年五年之間全體受僱員工的總薪資平均年增率11.7％，與電子零組件業12.5％平分秋色，1995～2000年五年之間全體受僱員工總薪資平均年增率3.4％，與電子零組件業的4.3％也相去不遠，這一時期不論哪一個行業都得以分享經濟成長果實。近年隨著出口結構的變化，情況已不太一樣，2018～2023五年之間，電子零組件業總薪資成長24％，遠高於全體的11％，再以2013～2023年觀察，十年之間電子零組件業薪資成長70％，各業平均只成長27％，若再看薪資中位數，十年來只成長18％，如再排除電子零組件業，成長會再縮小。這告訴我們，如今經濟成長的果實，多數國人所分享到的，少得可憐。總統賴清德於520就職演說中曾語重心長的表示，經濟發展的果實應該為全民所共享，政府未來所要建構的社會，年輕人可以看見希望，壯年人可以實現夢想。然而，在如今的出口結構下，要落實此一施政目標，並不容易。雖不容易，仍得努力，如果不落實此一目標，隨著產業過度集中，除了經濟成長會出問題，社會對立、政治擾攘也將接踵而至。如今台灣半導體產業深得國際肯定，非僅是台灣之光，也為經濟注入成長動能，不過，電子資通所釋出的工作只占總僱用10％，其餘90％仍得仰賴中小企業、傳統產業及服務業，這90％工作者泰半處於半導體景氣之外，與GDP有著遙遠的距離，如何讓他們也能分享經濟成長的果實，當是賴總統未來四年最重要的工作。
今日股市備忘錄,＊股東臨時會：力智＊除權息：中華、環球晶、力智、正崴、研華、玉晶光等＊法說會：台積電、正達、森鉅、皇普、中聯資源、福邦證＊注意股票：大飲、遠東新、喬福、宏旭-KY、昆盈、聯上發、晟銘電、景碩、弘憶股、聯鈞、晶彩科、泰鼎-KY、迎廣、鈺邦、芯鼎、易威、天方能源、力旺、加捷生醫、勝昱、福裕、新復興、東科-KY、晉倫、萬潤、系微、神盾、生華科、維田、安國、安格、康全電訊等＊處置股票：光聖、彬台、大略-KY＊恢復原融資比率及原融券保證金成數：雷笛克光學、雷科
投信：下半年輝積蘋仍是主流,美國總統侯選人川普揚言台灣應向美國付保護費，但投信法人認為，受惠AI需求與智慧型手機回溫等利多，基本面無虞，近一年半導體相關ETF漲幅最高逾5成，下半年「輝積蘋」仍是主流。中信關鍵半導體ETF經理人張圭慧表示，川普言論是老生常談，台積電也已擴大在美服務與布局，此番言論引發台積電股價短期波動，但不影響公司基本面。目前3奈米的訂單供不應求，主要受惠蘋果、輝達等主要客戶產能全包，預期訂單將持續滿至2026年，半導體需求可望持續成長，台積電在製程技術及產能規模上的領先優勢，伴隨AI硬體需求，CoWoS與SoIC產能未來擴充，有望擴大與競爭者的差距。蘋果下半年將發布新款iPhone手機將導入AI功能，隨智慧型手機去庫存告一段落，非蘋陣營也將推出新品因應，有利台廠相關供應鏈，台積電（晶片代工）、聯發科（手機晶片）、大立光（鏡頭）、鴻海（組裝）等皆可望受惠。群益半導體收益ETF基金經理人謝明志指出，AI應用與需求回補提振產業復甦力道，台灣在AI晶片製造與封裝為全球重要樞紐，自晶圓代工、委外封測到設備商雨露均霑，獲利成長與高息並重的台股半導體收益ETF未來依舊看好。台新日本半導體ETF基金經理人黃鈺民說，台積電首座日本廠2月開幕營運，也將在熊本興建二廠，可看出對後市深具信心。
信驊、大立光題材加持 後市俏,台股近期面臨國際因素及漲多修正壓力影響，主流族群拉回整理，法人表示，第三季接下來焦點在「積」、「輝」、「蘋」概念族群，股王信驊（5274）與股后大立光（3008）分別受輝達與蘋果題材加持，後市值得關注。法人表示，信驊BMC是新款AI伺服器-GB200主要供應商，而輝達新一代GB200系列AI伺服器對BMC用量比預期更多，內涵價值也將提高。此外，伺服器主板模組化是趨勢，OCP釋出新規格DC-SCM將管理及安全模組化，目前AMD、META、Google都在下一代產品均更迭至此架構，過往信驊在伺服器主板上的內涵價值約10～15美元，預期2026年Intel推下一代伺服器平台，信驊可分食的內涵價值將大幅提高。法人表示，大立光第二季受手機需求提前於季底回升，獲利優於預期，預期第三季進入手機需求旺季，考量中系手機客戶需求回升、美系手機客戶拉貨積極，7月市場需求將高於6月、8月亦高於7月，使整體手機產品市場需求略高於原先預期，本業營運將達近三季高點。
環球晶在美投資案 獲補助,"環球晶（6488）17日宣布，環球晶的美國投資案，包括德州的12吋先進晶圓工廠，以及密蘇里州的12吋SOI晶圓擴產，已獲美國晶片法案補助，最高上限4億美元。董事長徐秀蘭指出，此一擴產案可為美國當地半導體產業鏈補足關鍵環節，強化在地供應，也為環球晶在美國營運，增加了12吋先進晶圓生產線。環球晶在歐亞美三大洲，皆將有從最前端的長晶到末端的磊晶一貫製程，將強化公司的韌性。徐秀蘭正向看待美國半導體產業中長期復甦，短期內雖有選舉的不確定性因素，但在美國政府政策作多下，未來美國本土製造的半導體產品，不僅是供應美國，也會向海外拓展市場。徐秀蘭指出，現階段環球晶將全力投入美國市場，目前兩廠皆有長約（LTA）客戶，如格羅方德（GlobalFoundries）等，德州廠LTA產能利用率略小於80％，密蘇里州廠LTA產能利用率已達80％。此次美國商務部同意核撥上限4億美元補助金額，含德州廠及密蘇里州廠兩個項目。其中，90％的補貼金額，將在德州12吋廠，密蘇里州廠占比較小，補貼金額依建廠時程表，待政府單位檢查確定後才會撥款。位於德州謝爾曼市的生產基地竣工後，將成為美國暌違20多年來首座擁有一貫製程的先進矽晶圓工廠；而密蘇里州的12吋SOI晶圓擴產，也是美國唯一的12吋先進SOI晶圓生產基地，未來將提供關鍵元件，在矽光子等先進設計上，「唯一性」是環球晶獲得美國政府補助的原因之一。徐秀蘭指出，就建廠成本上，4億美元的上限補助，約莫是環球晶投資金額10％，環球晶也擬向美國財政部，申請最高可達25％的先進製造業投資稅收抵免（Advanced Manufacturing Investment Credit, AMIC）。兩者合計，相當於三分之一的建廠成本，可獲政府補助。除聯邦補助外，德州州長Greg Abbott大力支持環球晶的投資，在取得土地、聘雇就業人口部分，地方也給予額外補助，有助於環球晶競爭力的提升。此外，德州的土地面積大，方便環球晶蓋太陽能電廠，取得綠電的容易度也將大幅提高。"
多頭氣勢未歇 中小型股接棒衝,台股高檔頻遇亂流，盤面資金轉進中小型題材股，櫃買指數17日逆勢走揚，表現優於加權指數。法人認為，整體多頭格局尚未結束，維持類股良性輪動，凸顯資金仍在市場當中尋找投資標的，預期在中小型股或股價位階較低族群較有機會表現。群益投顧分析師廖健佑指出，台股多方控盤氣勢未因17日壓「積」盤而潰散， 反而更凸顯買盤不再侷限於台積電供應鏈和AI概念，櫃買指數續創282.32點波段新高，資金輪動到產業周期相對低位階，或是高檔已整理過的個股。關注盤面上股本不到40億元，且在台股上沖下洗走勢中，近三個交易日仍能獲得三大法人積極敲進的中小型題材股包括晟銘電、國統、安國、毅嘉、廣運、合一、華固、百和、太設、擎亞、新建、長虹、保瑞、神盾等，17日股價逆勢走揚。在營建族群中，市場預期不少個股都將繳交出亮眼半年報，加上台商回台資金首批8月解禁，引發想像空間，帶動相關類股多頭續航。華固獲投信連5日買超，啟動填息行情重返170元。凱基投顧分析，櫃買指數17日開高走高，電子股仍具個別族群表現，聚焦半導體測試介面、光通訊、被動元件、機殼、PCB、載板、砷化鎵、面板等，將是後續值得關注的重點族群。台新投顧副總經理黃文清指出，近期美科技股受到了結賣壓影響，顯示美股已有居高思危的跡象，台灣大型權值股也有跟進走跌趨勢，市場聚焦台積法說內容，電子股表陷暫時偏弱，資金轉進有業績題材或產業前景看好的中小型題材股。中長期來看，AI應用帶動台積電CoWoS 產能供不應求，2025年還會續擴充CoWoS封裝產能，CoWoS、CPO等相關設備、製程等供應鏈可望持續受惠。蘋果iOS 18導入生成式AI功能，加上iPhone 16新機，市場看好新機催化換機潮，供應鏈可留意。
美科技及晶片股重挫，台股半年報主導多空,"【財訊快報／江文勝】美國對中國晶片實施新貿易限制，加上川普嗆台灣交保護費，科技及晶片股全面下挫，那斯達克下跌2.77%，艾司摩爾、超微領跌，輝達、高通、美光跌幅逾6%，費半指數重挫6.81%，台積電ADR大跌7.98%。台股周三賣壓出籠，加上外資狂砍台積電(2330)2萬多張，台指期(17日)壓低結算，大盤摜破10日均線，收在23,769.82點，下跌227.43點，跌幅0.95%，成交量5,423億元，三大法人賣超418.9億元，外資賣超307.2億元，連4賣，投信買超39億元，連13買，自營商賣超150.7億元，連9賣。市場資金轉向低基期的ABF載板、被動元件、矽光子、光通訊及台塑集團。加權指數已在相對高檔，台積電法說會今日登場，未來多空取決於台積電漲跌，個股反應完6月營收之後，半年報將主導行情變化。AI、機器人題材族群在漲多之後，若6月營收及Q2財報跟不上來，恐面臨回檔整理壓力； 相反的，營建股能繳出亮眼成績，甚至下半年也不看淡，股價經過中段整理之後，應該還有再崛起的機會。像宏和(1446)的「君麟」，總銷售金額約89億元，完銷入帳可挹注EPS達30元，若下半年銷售速度加快，全年EPS有機會超過10元，過去幾年宏和現金股利發放率高，預期明年高現金股利可期，技術面在股價回測季線支撐止穩後，有結束中段整理的跡象。原為精密模具製造商台翰(1336)，2020年宣德(5457)入股成為最大股東，目前持有28.86%股權。台翰將綠色製造科技導入生產製造過程、開發環保材質應用。今年第一季淨利年增115%，單季EPS 0.43元，6月營收年增13.1%，第二季單季營收年增11.5%，有漸入佳境的態勢。雖3C機殼產業成長力道不足，但台翰每股淨值23.49元，近7年都有配息，股價剛從底部翻揚突破站穩年線之上，目前股價淨值比不到一倍，具低價且低基期優勢，技術面有利多頭表態。台達電(2308)是NVIDIA供應鏈要角，今年業績可望創新高，近期股價也同步向上表態，供應鏈也可望水漲船高。映興(3597)的智能電子線束，主力銷售客戶均為國內外上市櫃知名綠能減碳大企業，如台達電、士電(1503)、Dyson等，在電動車節能、自駕、再生能源儲能及工業4.0智能化大趨勢下受惠最大，是極少數同時兼具有綠能、節能與儲能等技術能力的上市櫃公司。隨著，電源儲能線束、醫療保健線束、電動載具產業線束模組以及機器人產業、資料中心與5G相關線束模組製造銷售漸入佳境，公司預計在手訂單及潛在客戶之預期訂單所預估，今年營運可望大幅成長，首季淨利年增856.7%，EPS達0.18元，隨最大客戶台達電創下新天價，映興低檔整理3年之後，也有蠢蠢欲動跡象。<BR>"
《台北股市》7月18日股市備忘錄,【時報-台北電】7月18日股市備忘錄：＊股東臨時會：力智＊除權息：中華、環球晶、力智、正崴、研華、玉晶光等＊法說會：台積電、正達、森鉅、皇普、中聯資源、福邦證＊注意股票：大飲、遠東新、喬福、宏旭-KY、昆盈、聯上發、晟銘電、景碩、弘憶股、聯鈞、晶彩科、泰鼎-KY、迎廣、鈺邦、芯鼎、易威、天方能源、力旺、加捷生醫、勝昱、福裕、新復興、東科-KY、晉倫、萬潤、系微、神盾、生華科、維田、安國、安格、康全電訊等＊處置股票：光聖、彬台、大略-KY＊恢復原融資比率及原融券保證金成數：雷笛克光學、雷科(新聞來源 : 工商時報一證券新聞中心輯)
《熱門族群》三星手機升級轉骨 台鏈助拳,【時報-台北電】三星腹背受敵，晶圓代工業務落後龍頭業者，導致自家晶片效能無法跟上，記憶體業務HBM領域又受到SK海力士彎道超車；三星積極進行組織整改，並開始借助台鏈穩住營運。繼韓媒傳出聯發科將成Galaxy S25主晶片供應商之一後，供應鏈也傳出包含達發（6526）、神盾（6462）、昇佳電子（6732）等IC設計業者為S24FE機型提供相關零組件。遭逢有史以來最大規模罷工，三星集團在AI重要浪頭上同時面臨內憂外患。內部員工透露，HBM方面落後SK海力士、晶圓代工又趕不上台積電，AI洪流造就產業格局重新洗牌，產業秩序正在重塑。然而，三星持續緊緊追趕，繼HBM獲輝達認證，也獲得日本AI公司Preferred Networks（PFN）訂單，以2奈米先進製程和先進封裝服務為該公司製造AI晶片。品牌端則透過台廠進行降本增效，其中，傳找上聯發科作為Galaxy S25主晶片供應商之一，另外也整合台廠IC設計業者為其打造親民版本Galaxy S24 FE。昇佳電子率先受惠，原本即為韓系品牌供應鏈，提供VCSEL、InP感測元件，相較海外競爭對手如ams OSRAM（奧地利微電子）、II-VI（Coherent），台廠更具有性價比。供應鏈透露，目前高階手機OLED屏下感測元件解決方案有兩種，包括VCSEL與 InP（磷化銦），未來升級至InP解決方案後，VCSEL也將逐步滲透至主流機型。供應鏈認為，成本考量逐步成為三星供應鏈重點，神盾的dToF（直接飛時測距）用於後鏡頭、協助主相機照相對焦，價格較STM報價打6折，因此也順利打入S24 Ultra供應鏈，S24FE預計亦由神盾來做提供；法人指出，神盾也取得韓系客戶無線藍牙耳機TWS的感測元件訂單，有助神盾今年營運將虧轉盈。達發則以GNSS衛星定位通訊產品，順利搶下韓系品牌穿戴裝置；外界預估，雙方有望延伸至其他終端裝置，瞄準的便是AI手機。法人透露，智慧型手機出貨量遠大於手表，有助成為達發一大成長動能。(新聞來源 : 工商時報一張珈睿／台北報導)
《台北股市》多頭氣勢未歇 中小型股接棒衝,【時報-台北電】台股高檔頻遇亂流，盤面資金轉進中小型題材股，櫃買指數17日逆勢走揚，表現優於加權指數。法人認為，整體多頭格局尚未結束，維持類股良性輪動，凸顯資金仍在市場當中尋找投資標的，預期在中小型股或股價位階較低族群較有機會表現。群益投顧分析師廖健佑指出，台股多方控盤氣勢未因17日壓「積」盤而潰散， 反而更凸顯買盤不再侷限於台積電供應鏈和AI概念，櫃買指數續創282.32點波段新高，資金輪動到產業周期相對低位階，或是高檔已整理過的個股。關注盤面上股本不到40億元，且在台股上沖下洗走勢中，近三個交易日仍能獲得三大法人積極敲進的中小型題材股包括晟銘電、國統、安國、毅嘉、廣運、合一、華固、百和、太設、擎亞、新建、長虹、保瑞、神盾等，17日股價逆勢走揚。在營建族群中，市場預期不少個股都將繳交出亮眼半年報，加上台商回台資金首批8月解禁，引發想像空間，帶動相關類股多頭續航。華固獲投信連5日買超，啟動填息行情重返170元。凱基投顧分析，櫃買指數17日開高走高，電子股仍具個別族群表現，聚焦半導體測試介面、光通訊、被動元件、機殼、PCB、載板、砷化鎵、面板等，將是後續值得關注的重點族群。台新投顧副總經理黃文清指出，近期美科技股受到了結賣壓影響，顯示美股已有居高思危的跡象，台灣大型權值股也有跟進走跌趨勢，市場聚焦台積法說內容，電子股表陷暫時偏弱，資金轉進有業績題材或產業前景看好的中小型題材股。中長期來看，AI應用帶動台積電CoWoS 產能供不應求，2025年還會續擴充CoWoS封裝產能，CoWoS、CPO等相關設備、製程等供應鏈可望持續受惠。蘋果iOS 18導入生成式AI功能，加上iPhone 16新機，市場看好新機催化換機潮，供應鏈可留意。(新聞來源 : 工商時報一陳昱光／台北報導)
《台北股市》信驊、大立光題材加持 後市俏,【時報-台北電】台股近期面臨國際因素及漲多修正壓力影響，主流族群拉回整理，法人表示，第三季接下來焦點在「積」、「輝」、「蘋」概念族群，股王信驊（5274）與股后大立光（3008）分別受輝達與蘋果題材加持，後市值得關注。法人表示，信驊BMC是新款AI伺服器-GB200主要供應商，而輝達新一代GB200系列AI伺服器對BMC用量比預期更多，內涵價值也將提高。此外，伺服器主板模組化是趨勢，OCP釋出新規格DC-SCM將管理及安全模組化，目前AMD、META、Google都在下一代產品均更迭至此架構，過往信驊在伺服器主板上的內涵價值約10～15美元，預期2026年Intel推下一代伺服器平台，信驊可分食的內涵價值將大幅提高。法人表示，大立光第二季受手機需求提前於季底回升，獲利優於預期，預期第三季進入手機需求旺季，考量中系手機客戶需求回升、美系手機客戶拉貨積極，7月市場需求將高於6月、8月亦高於7月，使整體手機產品市場需求略高於原先預期，本業營運將達近三季高點。(新聞來源 : 工商時報一楊淨淳／台北報導)
環球晶美國設廠，獲美晶片法案補助4億美元,"【財訊快報／記者李純君報導】區域政治議題下，美國積極自建半導體供應鏈，包括台積電(2330)與環球晶圓(6488)都被邀請赴美設廠，然美國設廠成本高，晶片法成為補助的來源之一，環球晶圓昨日傍晚宣布，旗下子公司GlobalWafers America (GWA)及MEMC LLC與美國商務部(U.S. Department of Commerce)已簽署一份不具約束力的初步備忘錄(preliminary memorandum of terms, PMT)，基於《晶片與科學法案》(CHIPS and Science Act)，將獲得最高4億美元的直接補助，該補助將用於德州謝爾曼市(Sherman, Taxes)及密蘇里州聖彼得斯市(St. Peters, Missouri)先進矽晶圓廠之興建。環球晶圓表示，待GWA德州謝爾曼市的生產基地全面竣工後，將成為美國睽違二十多年來首座擁有一貫製程的先進矽晶圓工廠。GWA總經理Mark England表示：「在拜登政府的支持下，我們很榮幸能將全球最先進的12吋矽晶圓技術帶到美國本土，以彌補白宮所指的美國半導體供應鏈中的『關鍵缺口』。未來環球晶圓將全力投入美國市場，並對於能在美國半導體產業復甦中扮演決定性角色感到非常高興。」隨著此項投資計畫的推動，GWA將在德州快速發展的矽草原(Silicon Prairie)生態系中佔有舉足輕重的地位。England補充道：「德州及北德州泰克索馬(Texoma)地區皆熱烈歡迎GWA投資案，並提供獎勵措施。為了回應當地的熱情，我們很榮幸能為謝爾曼市創造1,200個建築相關工作機會，與包括生產作業人員、技術人員和工程師等各領域，共750個高薪製造工作，並預計於2026年前實現。」身為唯一在美國投資先進晶圓的製造商，GWA將有助於降低美國對海外先進晶圓製造廠的高度依賴。北德州已是半導體先驅德州儀器(Texas Instruments)的所在地，環球晶圓的投資將使北德州進一步成為美國最獨特的半導體生態系，使其成為美國頂尖類比及嵌入式半導體企業的總部，以及美國唯一的12吋先進矽晶圓的製造基地。德州儀器全球採購及物流副總裁Rob Simpson就此消息向環球晶圓與美國商務部表達祝賀，表示：「德州儀器歡迎GWA在北德州的投資，這將對當地日益成長的半導體生態系帶來極具意義的貢獻。」環球晶圓致力於在美國開發多樣化的次世代晶圓技術，以支持其經濟和韌性，包括在謝爾曼市設立研究與開發中心，以及在聖彼得斯市興建美國唯一的12吋先進SOI晶圓生產基地，竣工後預計將帶來500個建築相關工作機會及130個高薪製造工作。作為美國唯一的12吋SOI晶圓供應來源，MEMC LLC的投資將為美國供應鏈增添新韌性，對此，格羅方德(GlobalFoundries)全球供應鏈資深副總裁Ashlie Wallac表示：「格羅方德非常肯定晶片法案給予環球晶圓的直接補助。環球晶圓作為我們的長期戰略合作夥伴，其當地生產的矽晶圓是我們製造關鍵半導體元件不可或缺的材料。」Wallace進一步指出：「聯邦政府對半導體生態系的一系列投資正強化我們的產業及供應鏈，這對我們的客戶和美國經濟十分重要。」美國商務部長Gina Raimondo在強調此次補助對於美國供應鏈至關重要時表示：「拜登總統正在重振我們在整體半導體供應鏈的領導地位–從材料到製造、研發。藉由此項投資，環球晶圓將在強化美國半導體供應鏈中成為要角，提供先進晶片所需的本土矽晶圓。該筆投資正協助拜登政府鞏固我們供應鏈的安全性，並將在德州和密蘇里州創造超過2,000個工作機會，並最終降低成本，提升美國的經濟與安全。」環球晶圓另計劃向美國財政部就GWA與MEMC LLC符合支出條件部份，申請最高可達25%的先進製造業投資稅收抵免(Advanced Manufacturing Investment Credit, AMIC)。環球晶圓董事長暨執行長徐秀蘭向美國國會、商務部及財政部在晶片法案上的支持表達誠摯感謝：「感謝美國政府的支持，環球晶圓很高興能在美國半導體供應鏈中扮演關鍵角色。尤其特別感謝Raimondo部長在過程中的合作與遠見，將對美國的目標產生重大且戰略性的影響。」環球晶圓是全球第三大半導體晶圓供應商，於三大洲、九個國家擁有十八個製造及營運據點。作為全球半導體技術的領導者，環球晶圓致力於為領先的晶片製造商提供創新和先進技術的解決方案，共同改善全世界的生活。<BR>"
《晨間解盤》「輝積」遭屠殺 測月線支撐,【時報-台北電】期貨結算引發台股17日震盪，電金權值股同步走弱，盤中指數一度重挫近350點，所幸OTC逆勢上揚，資金轉往題材類股著墨，其中營建永信建(5508)、華固(2548)、ABF載板景碩(3189)、欣興(3037)、製鞋寶成(9904)、百和(9938)相對強勢，終場加權指數下跌227點，收在23769點。美股最新收盤方面，美國將採取更嚴格的晶片管制政策，半導體類股聞訊重挫，並拖累美股主要指數多數走跌，最新道瓊上漲0.59%，那指下跌2.77%，費半下跌6.81%，台積電ADR下跌7.98%。美國通膨降溫確立，元大投顧分析，FedWatch顯示今年降息可能超過2碼，對於美股仍有激勵效果，但上周末驚傳總統候選人川普遭到槍擊，金融市場氛圍有所改變，時間上美股財報季啟動、台積電法說本周登場，關鍵的營運數字與後續展望，能否支撐高檔的股價表現，考驗投資人持股耐心。台股走勢部分，由於指數與季線、年線正乖離拉開差距，面對盤勢變數接踵而至，索性藉由技術指標回落、量價結構收斂，順勢消化漲多賣壓，不過大盤防守月線的多方慣性未變，搭配台積電連續10天守穩千金寶座，特別是內資堅定加碼信念，有效化解外資7月以來賣超大動作，預估短線台股將維持高檔震盪格局，建議投資人可藉機檢視手中持股，利用評價面合理、殖利率穩健原則，作為後市依據。選股方向中，元大投顧指出，第三季進入消費性電子備貨旺季，IDC預估AIPC、AI手機滲透率快速拉升，帶動光學鏡頭、PCB軟硬載板、功率放大器、被動元件大多轉為上升趨勢，不妨擇優偏多布局；夏季到來、加上大型資料中心快速建置，全球用電量急遽增加，包括風電、重電、儲能等電力供應鏈具備剛性需求，可掌握波段操作機會；此外，GB200伺服器重要零組件如機殼、CPO族群，股價有轉強跡象，也可持續追蹤。(編輯：即時組)
《晨間解盤》「輝積」失速墜 月線警報響 4類避難所,【時報-台北電】周三台股呈現開低走低，終場下跌227點，跌幅0.95%，收在23769，成交金額放大至5423億元。在最新美股走勢部份，拜登政府擬祭更嚴格中國晶片禁令，周三美股半導體相關個股全面重挫，台積電ADR重挫7.98%，輝達下跌6.64%，費城半導體指數重挫6.81%，創2020年疫情以來的最慘單日跌幅，美股主要指數僅道瓊獨漲，周三上漲0.59%、續創新高，標普、那斯達克分別下跌1.39%、2.77%。凱基投顧表示，周三台股呈現開低走低，失守5、10日均線，日KD指標持續修正，近期恐將陷入整理，惟下檔20日均線持續走揚，且前高23406附近亦具型態支撐，台股能否力守支撐，對於短多延續或具關鍵。觀察今年以來大盤回測20日均線的經驗，回測過程中一旦出現帶量長黑跌破20日均線、日KD指標正式失守50，或者20日均線開始走跌，皆是拉回整理的警訊，屆時恐將類似4月份情境，或有回測60日均線的壓力。觀察台股盤面結構，周四台積電法說持續是市場焦點，法說前電子股如預期拉回整理，惟櫃買市場開高走高，電子股仍具個別族群表現，聚焦半導體測試介面、光通訊、被動元件、機殼、PCB、載板、砷化鎵、面板；金融股待周五富邦金除息後才有明顯方向；電金拉回整理，非金電塑膠、建材營造、電器電纜、化學生技醫療稍有表現，操作上短線或可留意。(編輯：龍彩霖)
玉晶光緩步走揚邁向填息，法人看好潛望式鏡頭放量，喊出720元目標價,【財訊快報／記者戴海茜報導】玉晶光(3406)配發12元現金股利今天除息，參考價為593元，昨天股價在棄息賣壓下走弱，今天股價開低後盤中翻紅，企圖緩步填息。現金股利預計8月16日發放。玉晶光第二季營收為49.87億元，季減4.76%、年增87.04%，潛望式鏡頭遞延至7月開始少量出貨，受到新/舊備品的比重與出貨時間差異，法人估，單季毛利率為36.23%，每股盈餘逾7元。法人指出，玉晶光在iPhone 16系列拿到iPhone16 Pro/Pro Max的雙機種潛望式鏡頭份額，第四季開始放量，在Apple Intelligence換機潮/客戶MR產品的銷售挹注/手機主鏡頭規格升級下，今年營運維持淡季不淡，旺季更旺之態勢。法人指出，2024年蘋果整體手機出貨量約低個位數的年衰退，其中iPhone 16 Pro/Pro Max 在 Apple Intelligence帶動換機潮使銷售量有機會跟去年持平，雖然給予下調至買進評等，但目標價720元。
